City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Kulhudhuffushi,62,MV,1638334626,77,6.6221,73.07,81.91,10.04
Kentau,0,KZ,1638334627,29,43.5206,68.5094,53.46,4.07
Hervey Bay,55,AU,1638334627,79,-25.2986,152.8535,87.04,7.34
Salta,0,AR,1638334627,65,-24.7859,-65.4117,73.69,3.44
Bontang,99,ID,1638334628,79,0.1333,117.5,82.33,1.43
Chara,78,RU,1638334628,89,56.9064,118.2631,2.57,0.63
Tabou,93,CI,1638334628,86,4.423,-7.3528,78.1,5.57
Altay,52,CN,1638334629,67,47.8667,88.1167,24.57,3.74
Benemérito de las Américas,16,MX,1638334629,99,16.5167,-90.6439,67.64,1.14
Acapulco de Juárez,57,MX,1638334608,82,16.8634,-99.8901,77.34,4.07
Kajaani,90,FI,1638334629,86,64.2273,27.7285,15.85,10.36
Eureka,20,US,1638334630,93,40.8021,-124.1637,51.26,1.99
Tsybuliv,100,UA,1638334630,93,49.0766,29.8461,31.35,16.28
Gujar Khan,0,PK,1638334630,24,33.2558,73.3026,65.43,2.64
Coxim,97,BR,1638334338,86,-18.5067,-54.76,76.33,1.81
Kizhinga,27,RU,1638334631,51,51.8462,109.9097,27.5,12.59
Kumul,0,CN,1638334631,54,42.8,93.45,28.71,3.33
Tamayo,21,DO,1638334631,80,18.3947,-71.2029,73.98,3.13
Teguise,0,ES,1638334632,77,29.0605,-13.564,57.42,8.05
Champerico,0,GT,1638334632,76,14.3,-91.9167,80.04,4.05
Longyearbyen,0,SJ,1638334632,61,78.2186,15.6401,6.64,19.57
Ayan,53,RU,1638334633,67,56.45,138.1667,6.64,9.06
Ihosy,25,MG,1638334633,69,-22.4,46.1167,76.08,5.17
Lieksa,100,FI,1638334633,90,63.3167,30.0167,20.43,12.88
Banjar,100,ID,1638334634,90,-8.19,114.9675,76.91,3.06
Portree,96,GB,1638334634,92,57.4129,-6.1942,45.86,16.91
Bethel,51,US,1638334500,83,41.3712,-73.414,38.91,4.79
Sussex,89,US,1638334561,67,41.1834,-74.6663,37.62,5.01
Dunedin,100,NZ,1638334635,91,-45.8742,170.5036,53.98,14.34
Bambous Virieux,40,MU,1638334635,69,-20.3428,57.7575,83.21,4.61
Port-Gentil,84,GA,1638334635,80,-0.7193,8.7815,80.46,7.99
Tawang Town,9,IN,1638334636,42,27.5833,91.8667,56.53,6.4
Verkhnyaya Toyma,100,RU,1638334636,96,62.2349,44.9985,31.41,7.74
Ilulissat,94,GL,1638334636,64,69.2167,-51.1,21.99,14.65
Hays,87,US,1638334636,85,30.0502,-98.0336,60.67,3.0
Vila,100,PT,1638334637,94,42.0304,-8.1588,41.32,3.89
Itoman,40,JP,1638334637,45,26.1247,127.6694,68.02,28.77
Riviere-au-Renard,77,CA,1638334637,74,48.9957,-64.3971,24.8,14.83
Flinders,54,AU,1638334638,74,-34.5833,150.8552,78.08,11.05
Mayo,2,US,1638334638,90,38.8876,-76.5119,44.29,6.96
Chivilcoy,98,AR,1638334618,10,-34.8957,-60.0167,61.02,3.0
Mujiayingzi,0,CN,1638334639,40,42.1167,118.7833,29.16,11.25
Beloha,43,MG,1638334639,58,-25.1667,45.05,83.39,3.65
Lagos,100,NG,1638334639,92,6.5833,3.75,79.12,1.36
Sola,76,VU,1638334639,70,-13.8833,167.55,82.74,7.36
Inuvik,1,CA,1638334640,72,68.3499,-133.7218,-22.94,2.3
Alghero,75,IT,1638334640,71,40.5589,8.3181,55.49,8.05
Nizwá,6,OM,1638334641,47,22.9333,57.5333,72.36,2.26
Iaçu,100,BR,1638334394,88,-12.7672,-40.2117,74.52,2.26
Belluno,78,IT,1638334641,82,46.145,12.2214,36.34,1.59
Margate,99,GB,1638334429,83,51.3813,1.3862,51.04,3.0
Burley,16,US,1638334641,54,42.5357,-113.7928,36.68,6.82
San Ramon,0,US,1638334642,61,37.7799,-121.978,65.25,2.73
Montero,52,BO,1638334642,82,-17.3333,-63.25,68.9,3.65
San Policarpo,100,PH,1638334642,80,12.1791,125.5072,82.69,13.09
Tianpeng,28,CN,1638334643,49,30.9866,103.9393,57.67,4.92
Lebu,17,CL,1638334643,92,-37.6167,-73.65,52.0,8.86
Zaoyang,63,CN,1638334643,19,32.1272,112.7542,53.15,1.81
Hay River,75,CA,1638334644,78,60.8156,-115.7999,-0.42,9.22
Grindavik,75,IS,1638334644,80,63.8424,-22.4338,28.87,6.91
Kudahuvadhoo,33,MV,1638334644,75,2.6708,72.8944,82.24,8.34
Morro Bay,0,US,1638334645,59,35.3658,-120.8499,64.78,1.01
Murgab,0,TM,1638334645,40,37.4966,61.9714,53.47,11.5
Rūdsar,100,IR,1638334645,46,37.1376,50.288,80.65,9.53
Asău,100,RO,1638334646,59,46.4333,26.4,38.75,8.66
Muros,100,ES,1638334646,95,42.7762,-9.0603,57.83,7.09
Russell,58,US,1638334646,58,32.3502,-85.1999,45.0,2.68
Harper,89,LR,1638334647,88,4.375,-7.7169,77.68,5.39
Calvià,0,ES,1638334647,95,39.5657,2.5062,53.08,11.86
Goya,5,AR,1638334647,53,-29.14,-59.2626,63.52,4.97
Half Moon Bay,40,US,1638334559,61,37.4636,-122.4286,66.74,0.0
Abnūb,43,EG,1638334648,76,27.2696,31.1511,62.19,12.06
Hobyo,87,SO,1638334648,62,5.3505,48.5268,81.14,20.22
Kiryat Gat,100,IL,1638334648,100,31.61,34.7642,63.28,10.42
Puerto Escondido,38,MX,1638334649,75,15.85,-97.0667,77.41,4.74
Sirte,36,LY,1638334649,63,31.2089,16.5887,61.3,11.54
Morgan City,34,US,1638334649,74,29.6994,-91.2068,50.0,4.07
Batangafo,90,CF,1638334649,68,7.3008,18.2833,73.65,3.74
Guatire,85,VE,1638334650,96,10.4762,-66.5427,74.19,0.43
Tevaitoa,98,PF,1638334650,75,-16.7833,-151.5,81.7,20.83
Daoukro,73,CI,1638334651,97,7.0591,-3.9631,71.44,2.26
Konosha,100,RU,1638334651,94,60.9736,40.257,26.71,1.68
Misratah,52,LY,1638334651,56,32.3754,15.0925,60.48,12.15
Springbok,0,ZA,1638334651,64,-29.6643,17.8865,58.53,1.25
Itarema,53,BR,1638334652,79,-2.9248,-39.9167,78.91,9.69
Benghazi,69,LY,1638334483,58,32.1167,20.0667,63.09,18.43
Beringovskiy,100,RU,1638334652,91,63.05,179.3167,18.3,12.73
Okhotsk,10,RU,1638334653,86,59.3833,143.3,-13.9,14.43
Krasnosel'kup,65,RU,1638334653,98,65.7,82.4667,-19.08,5.99
Baykit,95,RU,1638334653,90,61.67,96.37,-2.76,6.96
Januária,70,BR,1638334653,86,-15.4833,-44.3667,70.41,3.09
Kokopo,84,PG,1638334654,63,-4.352,152.2633,85.71,3.53
Bairiki Village,20,KI,1638334654,66,1.3292,172.9752,86.0,8.05
Gaeta,67,IT,1638334654,63,41.2183,13.5628,49.77,1.95
Cooma,90,AU,1638334655,56,-36.2333,149.1333,69.57,12.66
Lompoc,1,US,1638334655,87,34.6391,-120.4579,66.78,0.0
Jalu,8,LY,1638334655,69,29.0331,21.5482,54.0,5.91
La Ronge,90,CA,1638334656,86,55.1001,-105.2842,23.25,3.44
Glace Bay,90,CA,1638334656,77,46.1969,-59.957,33.06,7.0
Guerrero Negro,0,MX,1638334656,86,27.9769,-114.0611,62.33,6.11
Meadow Lake,1,US,1638334657,49,34.8014,-106.5436,51.31,2.39
Praia da Vitória,75,PT,1638334657,94,38.7333,-27.0667,61.05,8.9
Faya,0,SA,1638334657,28,18.3851,42.4509,45.12,4.16
Gushikawa,90,JP,1638334657,52,26.3544,127.8686,67.23,18.41
Iranshahr,0,IR,1638334658,39,27.2025,60.6848,64.74,6.91
Naze,89,JP,1638334658,63,28.3667,129.4833,59.92,23.53
Florida,0,US,1638334658,93,28.7505,-82.5001,52.75,5.68
Pacific Grove,0,US,1638334524,67,36.6177,-121.9166,60.49,5.01
Pichayevo,100,RU,1638334659,72,53.2363,42.2032,29.73,8.9
Hearst,100,CA,1638334659,87,49.6835,-83.6665,16.05,9.35
Tigil',100,RU,1638334660,92,57.8,158.6667,22.98,11.74
Virginia Beach,1,US,1638333951,48,36.8529,-75.978,51.82,1.01
Okha,100,RU,1638334660,93,53.5739,142.9478,23.86,26.87
Batagay,99,RU,1638334660,99,67.6333,134.6333,-26.81,1.3
Fare,100,PF,1638334661,74,-16.7,-151.0167,81.72,20.54
Srandakan,76,ID,1638334661,68,-7.9386,110.2506,84.94,10.56
Gornopravdinsk,100,RU,1638334661,90,60.05,69.9,32.94,11.65
Mount Isa,4,AU,1638334662,9,-20.7333,139.5,100.17,9.22
Provideniya,1,RU,1638334662,59,64.3833,-173.3,-4.65,8.95
Toporu,99,RO,1638334662,51,44.0106,25.6528,34.02,19.35
Motala,74,SE,1638334663,83,58.5371,15.0365,22.73,5.12
Bayeux,20,BR,1638334663,88,-7.125,-34.9322,77.63,3.44
Galveston,86,US,1638334664,91,29.3669,-94.9669,64.96,6.8
Mabama,78,TZ,1638334664,84,-5.1333,32.5333,69.19,5.23
Geraldton,0,AU,1638334664,53,-28.7667,114.6,74.12,21.85
Cockburn Town,84,TC,1638334500,76,21.4612,-71.1419,79.38,15.23
Poya,66,NC,1638334665,68,-21.35,165.15,84.07,5.77
Port Victoria,86,KE,1638334665,76,0.0939,33.9756,69.46,10.85
Longyan,6,CN,1638334665,34,25.1072,117.0225,63.05,4.9
Balabac,94,PH,1638334665,76,7.9868,117.0645,83.89,9.01
Catacamas,20,HN,1638334666,73,14.8,-85.9,75.61,3.44
Khowst,98,AF,1638334666,23,33.3833,69.8833,58.19,0.72
Mogwase,23,ZA,1638334667,41,-25.185,27.2665,76.96,5.39
Pamanukan,74,ID,1638334667,59,-6.2842,107.8106,88.36,4.18
Mehamn,100,NO,1638334667,65,71.0357,27.8492,30.38,22.77
Eyl,100,SO,1638334667,53,7.9803,49.8164,79.14,17.38
Casma,38,CL,1638334668,99,-41.0082,-73.1244,49.28,0.25
Marrakesh,0,MA,1638334635,70,31.6315,-8.0083,42.87,3.44
Merritt Island,1,US,1638334494,85,28.5392,-80.672,62.98,4.61
Sosnovo-Ozerskoye,53,RU,1638334668,65,52.5249,111.5418,22.32,19.55
Saint-Augustin,100,CA,1638334669,92,51.226,-58.6502,23.05,18.95
Gawler,26,AU,1638334669,34,-34.6,138.7333,93.63,12.26
Tibati,68,CM,1638334669,33,6.4667,12.6333,66.16,1.14
Fort Nelson,90,CA,1638334670,77,58.8053,-122.7002,-8.01,11.5
Marabba,0,SD,1638334670,25,12.35,32.1833,79.66,7.78
Kaffrine,32,SN,1638334670,26,14.1059,-15.5508,71.83,8.21
Bestöbe,10,KZ,1638334670,80,52.4994,73.0975,16.12,12.28
Vostok,100,RU,1638334671,96,46.4856,135.8833,7.68,15.7
Broome,90,US,1638334671,78,42.2506,-75.833,38.01,3.0
Peniche,3,PT,1638334671,69,39.3558,-9.3811,53.62,2.04
Lishui,1,CN,1638334672,44,28.4604,119.9103,52.07,6.85
Władysławowo,66,PL,1638334672,70,54.7909,18.4009,27.93,7.83
Porto-Novo,100,BJ,1638334457,88,6.4965,2.6036,80.42,2.86
Mitrovice,46,XK,1638334673,81,42.8833,20.8667,30.54,2.89
Xiongzhou,3,CN,1638334673,26,25.1167,114.3,61.11,10.22
Arrondissement de Saint-Malo,99,FR,1638334673,100,48.5,-1.8333,53.26,18.52
Codrington,6,AU,1638334476,68,-38.2667,141.9667,66.72,13.04
Sakakah,78,SA,1638334674,26,29.9697,40.2064,56.77,7.45
Punta Alta,51,AR,1638334674,49,-38.8759,-62.0736,59.94,14.97
Putina,47,PE,1638334674,79,-15.4667,-69.4333,46.38,7.0
Zabid,0,YE,1638334675,57,14.1951,43.3152,79.61,6.06
Atar,100,MR,1638334675,18,20.5169,-13.0499,67.84,9.33
Muroto-misakicho,4,JP,1638334675,52,33.2833,134.15,57.24,23.15
Swan Hill,66,AU,1638334676,24,-35.3378,143.5544,92.57,11.27
Syracuse,0,IT,1638334577,64,37.0881,15.2792,45.32,12.33
Kalaīkunda,6,IN,1638334676,40,22.35,87.25,78.08,9.8
Dingle,98,PH,1638334676,75,10.9995,122.6711,84.88,11.36
Nishihara,40,JP,1638334677,46,26.1842,127.7558,67.28,28.77
Champagnole,100,FR,1638334677,93,46.7445,5.9135,38.77,10.51
Nacala,29,MZ,1638334677,66,-14.5428,40.6728,84.51,6.08
Oodweyne,7,SO,1638334678,30,9.4092,45.064,69.85,19.01
Lewiston,100,US,1638334678,81,44.1003,-70.2148,34.39,1.81
Tiznit Province,0,MA,1638334679,39,29.5833,-9.5,53.91,4.45
Vestmanna,90,FO,1638334679,64,62.1564,-7.1664,32.92,9.22
Panjāb,1,AF,1638334679,45,34.388,67.0233,34.81,1.97
Batagay-Alyta,97,RU,1638334680,99,67.8006,130.4114,-28.25,2.06
Riyadh,0,SA,1638334680,33,24.6877,46.7219,55.45,5.75
Ixtapa,100,MX,1638334680,86,20.7,-105.2,75.22,1.97
Iqaluit,90,CA,1638334681,79,63.7506,-68.5145,11.93,4.61
Mahīshādal,10,IN,1638334681,38,22.1833,87.9833,79.74,11.07
Tautira,100,PF,1638334681,76,-17.7333,-149.15,82.42,20.07
Warmbad,0,NA,1638334682,50,-28.45,18.7333,64.09,4.47
Samoded,100,RU,1638334682,95,63.6083,40.5111,18.34,6.38
Nador,90,MA,1638334682,87,35.174,-2.9287,52.05,3.44
Mwene-Ditu,100,CD,1638334683,96,-7.0,23.45,65.12,2.44
Abéché,14,TD,1638334683,25,13.8292,20.8324,74.84,17.29
San Quintín,0,MX,1638334683,75,30.4833,-115.95,60.62,1.41
Liverpool,99,GB,1638334451,90,53.4106,-2.9779,47.77,15.99
Torbat-e Jām,8,IR,1638334684,37,35.244,60.6225,56.01,2.53
Seoul,20,KR,1638334598,36,37.5683,126.9778,35.08,16.11
Sabang,85,ID,1638334684,73,5.8933,95.3214,82.17,21.03
Morant Bay,34,JM,1638334685,82,17.8815,-76.4093,78.42,10.33
Pangnirtung,99,CA,1638334685,94,66.1451,-65.7125,11.88,5.12
Port Hedland,3,AU,1638334685,6,-20.3167,118.5667,111.25,8.05
Assiniboia,59,CA,1638334686,70,49.6334,-105.9845,39.11,13.8
Ogaminana,67,NG,1638334686,67,7.5946,6.2248,72.63,1.9
Saint-Joseph,87,RE,1638334686,71,-21.3667,55.6167,80.96,9.35
Castle Douglas,100,GB,1638334686,78,54.9409,-3.9278,44.33,21.32
Tauberbischofsheim,100,DE,1638334687,82,49.6247,9.6628,43.63,20.15
Khorinsk,21,RU,1638334687,59,52.1657,109.7726,24.64,11.21
Lewisporte,81,CA,1638334687,67,49.2499,-55.0482,35.98,18.72
Ji’an,0,CN,1638334688,33,27.1172,114.9793,56.44,10.96
Mandalgovi,11,MN,1638334688,35,45.7625,106.2708,26.11,10.07
San Patricio,96,US,1638334688,78,28.017,-97.5169,67.82,6.42
Bansko,20,BG,1638334689,73,41.8383,23.4885,25.21,4.5
Imbituba,4,BR,1638334689,84,-28.24,-48.6703,71.49,4.18
Tanout,77,NE,1638334689,26,14.9709,8.8879,66.94,15.37
Tamale,43,GH,1638334690,40,9.4008,-0.8393,76.69,0.69
Pitsunda,100,GE,1638334690,86,43.1592,40.3378,46.58,14.32
Road Town,51,VG,1638334690,76,18.4167,-64.6167,79.0,17.87
Sukhobuzimskoye,100,RU,1638334691,89,56.5,93.2728,28.04,12.21
León,81,MX,1638334625,46,21.1167,-101.6667,65.03,1.16
Severo-Yeniseyskiy,99,RU,1638334691,90,60.3725,93.0408,-1.7,6.29
Port Augusta,3,AU,1638334691,33,-32.5,137.7667,98.71,13.13
São Miguel do Araguaia,95,BR,1638334692,92,-13.275,-50.1628,72.97,4.88
Fairbanks,90,US,1638334502,78,64.8378,-147.7164,1.4,0.0
Dingtao,34,CN,1638334692,28,35.0683,115.5625,46.94,7.7
Korla,3,CN,1638334692,46,41.7597,86.1469,29.89,2.24
Westport,48,US,1638334415,87,41.1415,-73.3579,41.99,1.01
Gigmoto,95,PH,1638334693,73,13.7796,124.39,84.54,12.19
Hamilton,0,US,1638334693,83,39.1834,-84.5333,41.79,2.35
Northam,58,GB,1638334693,83,51.0333,-4.2167,49.6,28.05
Yangi Marg`ilon,0,UZ,1638334694,53,40.4272,71.7189,45.82,2.3
Rocha,94,UY,1638334694,82,-34.4833,-54.3333,59.61,6.24
Yulara,0,AU,1638334694,6,-25.2406,130.9889,103.84,10.36
Kyra,28,RU,1638334695,62,49.5776,111.9753,26.08,5.35
Mubi,45,NG,1638334695,25,10.2676,13.2644,69.3,3.0
Badin,17,PK,1638334695,22,24.656,68.8384,79.03,10.07
Valparaíso,0,CL,1638334696,87,-33.0393,-71.6273,56.32,3.44
Anzio,95,IT,1638334696,73,41.4853,12.6179,50.7,11.45
Husavik,98,IS,1638334696,89,66.0449,-17.3389,22.91,8.16
Morón,57,AR,1638334697,83,-34.6534,-58.6198,63.99,1.01
Morondava,17,MG,1638334697,60,-20.2833,44.2833,81.93,2.82
Bow Island,99,CA,1638334697,51,49.8668,-111.3684,53.98,0.0
Acajutla,0,SV,1638334698,66,13.5928,-89.8275,77.05,6.71
Gannan,20,CN,1638334698,59,47.9147,123.5031,20.08,8.16
Mareeba,36,AU,1638334698,67,-17.0,145.4333,88.45,6.04
Xianshuigu,0,CN,1638334699,19,38.985,117.3828,46.4,8.95
Leh,22,IN,1638334699,40,34.1667,77.5833,22.03,1.45
Luanda,75,AO,1638334699,88,-8.8368,13.2343,77.0,5.75
Paithan,100,IN,1638334700,44,19.4833,75.3833,69.48,9.84
Greencastle,1,US,1638334700,87,39.6445,-86.8647,41.16,3.44
Zhangaözen,0,KZ,1638334700,39,43.3,52.8,57.7,23.85
Oranjemund,10,NA,1638334701,87,-28.55,16.4333,61.34,6.62
Ossora,23,RU,1638334701,93,59.2353,163.0719,10.6,6.82
Poum,14,NC,1638334701,76,-20.2333,164.0167,82.08,9.1
Carnarvon,0,AU,1638334702,53,-24.8667,113.6333,78.87,20.71
Lac du Bonnet,100,CA,1638334615,95,50.2536,-96.0612,24.13,9.6
Sabha,71,LY,1638334702,48,27.0377,14.4283,50.05,9.55
Krasnyy Yar,86,RU,1638334702,94,46.5331,48.3456,42.73,10.0
Khovd,18,MN,1638334703,37,48.0056,91.6419,25.59,1.3
Hohhot,0,CN,1638334703,46,40.8106,111.6522,25.09,4.47
Storslett,31,NO,1638334703,77,69.7678,21.0247,15.84,10.42
Chernyshevskiy,100,RU,1638334704,96,63.0128,112.4714,-8.01,7.36
Zubtsov,100,RU,1638334704,90,56.1753,34.5894,24.01,13.31
Samaná,44,DO,1638334704,87,19.2056,-69.3369,75.65,6.49
Sibolga,37,ID,1638334705,66,1.7427,98.7792,84.27,6.11
Kānt,99,IN,1638334705,36,27.8,79.8,68.59,4.36
Puerto Padre,14,CU,1638334705,85,21.195,-76.6028,72.39,6.82
Tazovsky,99,RU,1638334706,100,67.4667,78.7,-17.1,7.11
Bac Lieu,92,VN,1638334706,71,9.285,105.7244,82.74,18.07
Krasnoarmeysk,100,RU,1638334706,100,51.0239,45.6969,33.15,10.51
Athabasca,100,CA,1638334707,97,54.7169,-113.2854,32.41,1.43
Jasper,65,US,1638334707,67,37.2001,-94.3502,55.81,7.25
Barcelos,96,PT,1638334641,78,41.5388,-8.6151,48.92,3.0
Olavarría,58,AR,1638334707,67,-36.8927,-60.3225,49.24,8.55
Bemidji,90,US,1638334708,98,47.4736,-94.8803,30.56,9.22
Kakamega,92,KE,1638334708,77,0.2842,34.7523,65.21,5.57
Jaca,93,ES,1638334708,92,42.569,-0.5499,32.2,3.87
Waingapu,100,ID,1638334709,71,-9.6567,120.2641,82.54,5.88
Luganville,23,VU,1638334709,71,-15.5333,167.1667,84.4,7.0
Malindi,75,KE,1638334709,88,-3.2175,40.1191,77.16,0.0
Malanje,100,AO,1638334456,99,-9.5402,16.341,63.61,2.84
Solnechnyy,100,RU,1638334710,92,50.7214,136.6319,7.75,17.81
Padang,56,ID,1638334710,63,-0.9492,100.3543,87.85,6.11
Murray Bridge,16,AU,1638334710,46,-35.1167,139.2667,93.85,15.84
Dombarovskiy,100,RU,1638334710,78,50.7587,59.5386,34.21,22.03
Forsytheganj,100,BY,1638334711,97,52.6333,29.7333,29.79,6.31
Yala,73,TH,1638334711,77,6.3333,101.25,81.61,3.78
Planadas,99,CO,1638334711,94,3.197,-75.6451,65.68,3.67
Cibitoke Province,97,BI,1638334712,86,-2.8833,29.25,63.14,3.11
Guilin,13,CN,1638334712,31,25.2819,110.2864,64.51,13.33
Kapuskasing,90,CA,1638334712,79,49.4169,-82.4331,19.49,11.5
Iquitos,75,PE,1638334713,94,-3.7481,-73.2472,77.04,2.3
Victor Harbor,24,AU,1638334713,74,-35.5667,138.6167,94.19,3.0
Kununurra,12,AU,1638334713,15,-15.7667,128.7333,105.78,5.75
Talnakh,82,RU,1638334714,100,69.4865,88.3972,-21.8,0.81
Santa Rosa,67,PH,1638334714,81,14.3122,121.1114,89.11,13.22
Bereket,47,TM,1638334714,27,39.2446,55.5154,66.58,7.25
Songyuan,5,CN,1638334715,73,45.1171,124.8568,17.65,10.4
Nabire,96,ID,1638334505,78,-3.3667,135.4833,80.42,1.59
Nova Viçosa,96,BR,1638334715,92,-17.8919,-39.3719,76.39,12.37
Charters Towers,3,AU,1638334715,29,-20.1,146.2667,94.03,4.18
Partenit,56,UA,1638334716,69,44.578,34.3446,43.57,12.93
Oussouye,8,SN,1638334716,55,12.485,-16.5469,71.62,6.93
Hastings,84,GB,1638334716,85,50.8552,0.5729,51.3,25.19
Gamba,100,GA,1638334474,89,-2.65,10.0,77.04,3.58
Pathein,26,MM,1638334717,60,16.7833,94.7333,81.88,13.47
Henties Bay,6,NA,1638334717,91,-22.116,14.2845,57.85,5.21
